transaction_id,amount,payment_method,bank,failure_reason,hour_of_day,is_repeat_customer,previous_failed_attempts,retry_successful
txn_01370,1047.21,UPI,Kotak,network_error,1,1,1,0
txn_01371,633.6,Card,PNB,bank_server_down,20,0,0,1
txn_01372,1797.76,UPI,SBI,insufficient_funds,3,0,0,0
txn_01373,858.11,UPI,SBI,otp_timeout,22,0,2,1
txn_01374,841.73,Card,ICICI,otp_timeout,9,0,1,1
txn_01375,16.64,UPI,SBI,otp_timeout,6,0,1,1
txn_01376,10116.39,Wallet,ICICI,insufficient_funds,9,1,2,0
txn_01377,1547.59,UPI,HDFC,bank_server_down,3,0,0,0
txn_01378,1355.54,Card,Kotak,bank_server_down,18,1,1,0
txn_01379,252.38,UPI,Kotak,network_error,23,0,1,0
txn_01380,463.24,UPI,PNB,insufficient_funds,13,1,1,0
txn_01381,803.13,UPI,Yes Bank,insufficient_funds,2,0,0,0
txn_01382,326.54,Card,PNB,insufficient_funds,18,0,1,0
txn_01383,1272.3,Netbanking,HDFC,insufficient_funds,20,1,1,1
txn_01384,85.56,UPI,Yes Bank,network_error,13,0,2,0
txn_01385,336.19,UPI,Kotak,bank_server_down,4,0,1,0
txn_01386,703.56,Card,Axis,insufficient_funds,15,1,0,1
txn_01387,219.93,Netbanking,HDFC,session_timeout,5,0,0,0
txn_01388,1234.43,Netbanking,Yes Bank,bank_server_down,22,1,1,0
txn_01389,2851.5,Card,Yes Bank,bank_server_down,11,1,1,0
txn_01390,547.06,Card,Yes Bank,insufficient_funds,3,0,1,0
txn_01391,1148.64,Wallet,SBI,network_error,0,0,1,0
txn_01392,2344.87,UPI,HDFC,network_error,10,0,1,1
txn_01393,1559.16,Wallet,SBI,network_error,17,1,0,1
txn_01394,122.4,Card,PNB,otp_timeout,20,1,0,0
txn_01395,735.27,UPI,Axis,otp_timeout,17,1,0,1
txn_01396,748.23,UPI,HDFC,otp_timeout,1,0,0,0
txn_01397,124.99,Netbanking,Axis,bank_server_down,4,1,2,0
txn_01398,1263.59,UPI,Axis,bank_server_down,9,0,0,0
txn_01399,4376.48,UPI,HDFC,network_error,23,1,0,0
txn_01400,255.68,Wallet,PNB,insufficient_funds,3,0,1,0
txn_01401,6752.29,Netbanking,Yes Bank,insufficient_funds,18,1,2,0
txn_01402,1378.89,UPI,HDFC,network_error,21,0,0,0
txn_01403,3100.39,UPI,Yes Bank,network_error,15,1,3,0
txn_01404,2010.6,Card,Axis,bank_server_down,22,1,1,0
txn_01405,494.6,Wallet,Kotak,network_error,6,1,2,1
txn_01406,483.82,UPI,PNB,otp_timeout,0,1,1,0
txn_01407,220.69,Card,Kotak,insufficient_funds,4,0,2,0
txn_01408,288.99,UPI,ICICI,otp_timeout,1,0,0,1
txn_01409,337.01,Card,ICICI,insufficient_funds,16,1,1,1
txn_01410,162.64,UPI,SBI,network_error,6,0,0,0
txn_01411,290.4,UPI,ICICI,insufficient_funds,17,1,0,1
txn_01412,240.82,Card,Axis,card_declined,20,1,0,1
txn_01413,460.65,Netbanking,Axis,session_timeout,19,0,0,0
txn_01414,420.12,Card,Yes Bank,card_declined,11,0,0,0
txn_01415,336.43,UPI,Kotak,otp_timeout,7,1,1,1
txn_01416,1907.88,Card,ICICI,otp_timeout,3,1,0,1
txn_01417,1356.25,UPI,PNB,insufficient_funds,14,1,1,0
txn_01418,571.95,Netbanking,Yes Bank,bank_server_down,3,0,1,0
txn_01419,284.36,UPI,ICICI,insufficient_funds,14,0,1,0
txn_01420,1190.55,UPI,ICICI,otp_timeout,18,1,1,1
txn_01421,1214.28,UPI,Yes Bank,network_error,20,1,0,0
txn_01422,608.56,UPI,SBI,bank_server_down,19,1,0,0
txn_01423,334.05,Card,SBI,bank_server_down,23,1,0,1
txn_01424,540.46,Netbanking,SBI,insufficient_funds,16,1,2,0
txn_01425,2493.18,Netbanking,HDFC,session_timeout,4,0,1,1
txn_01426,2023.6,UPI,Yes Bank,insufficient_funds,8,1,0,0
txn_01427,619.48,Card,Yes Bank,bank_server_down,16,1,0,0
txn_01428,459.84,UPI,Yes Bank,network_error,9,0,0,0
txn_01429,523.06,UPI,ICICI,insufficient_funds,15,1,2,0
txn_01430,897.16,Card,HDFC,card_declined,18,1,0,0
txn_01431,1397.51,UPI,Kotak,otp_timeout,11,0,0,0
txn_01432,525.93,UPI,Yes Bank,network_error,18,1,2,0
txn_01433,623.02,Netbanking,Kotak,session_timeout,12,0,2,1
txn_01434,870.76,UPI,ICICI,network_error,14,1,0,0
txn_01435,259.96,Card,SBI,otp_timeout,22,1,2,0
txn_01436,281.31,UPI,Yes Bank,insufficient_funds,6,0,3,0
txn_01437,345.96,Card,PNB,bank_server_down,14,1,0,0
txn_01438,896.87,Card,Axis,otp_timeout,6,0,0,0
txn_01439,304.86,Netbanking,HDFC,insufficient_funds,9,0,0,0
txn_01440,50.53,UPI,PNB,bank_server_down,21,1,0,0
txn_01441,485.74,Card,ICICI,card_declined,13,0,0,1
txn_01442,299.3,UPI,Yes Bank,bank_server_down,7,0,3,0
txn_01443,830.12,Card,SBI,otp_timeout,14,1,0,0
txn_01444,327.85,Card,Axis,bank_server_down,3,1,1,1
txn_01445,6062.37,Card,PNB,bank_server_down,6,0,0,1
txn_01446,1310.31,UPI,Kotak,network_error,23,1,0,0
txn_01447,1297.52,UPI,Yes Bank,network_error,19,1,1,1
txn_01448,583.53,UPI,SBI,otp_timeout,6,1,0,1
txn_01449,225.47,UPI,HDFC,network_error,14,0,0,1
txn_01450,130.96,UPI,SBI,otp_timeout,14,1,1,0
txn_01451,722.64,UPI,Yes Bank,network_error,1,1,0,1
txn_01452,640.28,UPI,PNB,network_error,12,1,0,1
txn_01453,523.06,Netbanking,Kotak,insufficient_funds,19,1,1,0
txn_01454,390.97,UPI,SBI,insufficient_funds,9,1,3,0
txn_01455,271.64,Card,PNB,bank_server_down,20,1,2,0
txn_01456,186.46,Netbanking,Yes Bank,bank_server_down,17,0,0,0
txn_01457,671.0,Netbanking,Yes Bank,bank_server_down,1,1,1,0
txn_01458,1576.65,UPI,Axis,otp_timeout,2,1,1,0
txn_01459,443.39,UPI,HDFC,otp_timeout,6,1,0,1
txn_01460,1287.45,UPI,Yes Bank,otp_timeout,1,0,2,0
txn_01461,574.01,UPI,HDFC,network_error,12,1,1,0
txn_01462,2042.27,Netbanking,SBI,insufficient_funds,9,1,1,0
txn_01463,403.27,UPI,SBI,network_error,16,1,0,1
txn_01464,273.46,UPI,PNB,insufficient_funds,13,0,1,0
txn_01465,566.94,UPI,Axis,bank_server_down,1,1,1,0
txn_01466,1472.04,UPI,Yes Bank,insufficient_funds,2,0,0,0
txn_01467,1235.16,UPI,SBI,network_error,12,0,3,0
txn_01468,881.12,Wallet,HDFC,insufficient_funds,1,1,0,1
txn_01469,4157.05,UPI,Kotak,otp_timeout,13,1,0,1
txn_01470,631.95,UPI,ICICI,otp_timeout,20,0,1,0
txn_01471,136.82,UPI,SBI,insufficient_funds,11,1,0,0
txn_01472,797.99,UPI,Yes Bank,bank_server_down,3,1,0,0
txn_01473,236.05,Netbanking,Yes Bank,insufficient_funds,1,1,0,0
txn_01474,1826.46,Card,HDFC,bank_server_down,21,0,0,0
txn_01475,147.74,Netbanking,SBI,insufficient_funds,2,1,0,0
txn_01476,511.14,Netbanking,Yes Bank,session_timeout,0,1,0,1
txn_01477,825.56,Card,SBI,insufficient_funds,1,1,2,0
txn_01478,96.91,Card,ICICI,bank_server_down,14,0,0,1
txn_01479,292.21,Netbanking,PNB,bank_server_down,6,1,1,0
txn_01480,6041.87,UPI,ICICI,insufficient_funds,23,1,0,1
txn_01481,720.29,Card,SBI,otp_timeout,16,1,0,1
txn_01482,994.9,Card,ICICI,bank_server_down,19,1,0,0
txn_01483,413.91,UPI,Kotak,bank_server_down,22,1,1,0
txn_01484,1997.14,UPI,Axis,bank_server_down,5,0,1,1
txn_01485,338.47,UPI,Axis,network_error,12,1,1,0
txn_01486,217.81,Card,SBI,otp_timeout,15,1,1,1
txn_01487,539.0,UPI,Yes Bank,insufficient_funds,6,0,1,0
txn_01488,129.58,Wallet,ICICI,network_error,5,0,1,1
txn_01489,508.19,UPI,HDFC,network_error,6,1,1,0
txn_01490,8992.61,UPI,PNB,insufficient_funds,14,1,1,0
txn_01491,1584.8,UPI,ICICI,otp_timeout,21,0,0,1
txn_01492,313.96,UPI,SBI,insufficient_funds,16,1,0,1
txn_01493,1469.55,Card,ICICI,insufficient_funds,9,0,1,0
txn_01494,3556.73,Card,SBI,otp_timeout,21,0,0,1
txn_01495,709.33,UPI,HDFC,otp_timeout,22,0,1,0
txn_01496,362.13,Netbanking,Kotak,insufficient_funds,16,0,0,0
txn_01497,462.24,UPI,HDFC,network_error,5,1,1,1
txn_01498,95.46,Card,Yes Bank,bank_server_down,17,1,0,1
txn_01499,147.35,Netbanking,Yes Bank,bank_server_down,5,1,0,0
txn_01500,2269.46,Card,Kotak,card_declined,11,1,1,1
txn_01501,947.53,Netbanking,SBI,insufficient_funds,20,1,0,0
txn_01502,4054.7,UPI,Axis,insufficient_funds,6,0,0,0
txn_01503,3433.82,UPI,PNB,network_error,17,0,3,0
txn_01504,1462.54,UPI,Kotak,otp_timeout,14,0,0,1
txn_01505,1055.07,UPI,SBI,bank_server_down,1,0,2,1
txn_01506,771.84,Wallet,Yes Bank,network_error,0,0,2,0
txn_01507,560.45,Card,Kotak,insufficient_funds,11,0,2,0
txn_01508,187.51,UPI,Yes Bank,network_error,8,1,1,1
txn_01509,3842.3,Card,ICICI,insufficient_funds,3,1,0,1
txn_01510,574.08,UPI,ICICI,insufficient_funds,13,0,0,0
txn_01511,1414.04,Netbanking,SBI,insufficient_funds,8,0,0,0
txn_01512,418.46,Netbanking,Axis,session_timeout,6,0,1,0
txn_01513,229.26,UPI,HDFC,network_error,21,1,0,1
txn_01514,1956.35,Card,PNB,card_declined,19,1,0,1
txn_01515,209.24,Card,PNB,otp_timeout,0,1,0,1
txn_01516,488.81,UPI,Yes Bank,bank_server_down,17,1,0,0
txn_01517,4646.69,UPI,HDFC,insufficient_funds,4,1,0,0
txn_01518,1123.73,UPI,Kotak,bank_server_down,16,1,0,1
txn_01519,1497.86,UPI,ICICI,network_error,21,1,0,0
txn_01520,1040.99,UPI,Kotak,otp_timeout,19,1,3,0
txn_01521,920.24,UPI,Kotak,insufficient_funds,7,1,0,0
txn_01522,351.83,UPI,HDFC,otp_timeout,21,0,0,1
txn_01523,1395.51,Netbanking,Kotak,bank_server_down,23,1,0,1
txn_01524,194.65,UPI,ICICI,network_error,6,0,0,0
txn_01525,539.55,UPI,SBI,otp_timeout,15,0,1,1
txn_01526,274.32,Netbanking,ICICI,bank_server_down,14,0,2,0
txn_01527,356.08,UPI,Axis,bank_server_down,9,1,0,0
txn_01528,164.44,UPI,PNB,otp_timeout,4,1,0,0
txn_01529,2639.88,Netbanking,Kotak,insufficient_funds,19,0,0,0
txn_01530,49.37,Card,ICICI,bank_server_down,18,0,2,0
txn_01531,2779.23,UPI,Yes Bank,bank_server_down,9,1,1,0
txn_01532,305.46,Card,Kotak,card_declined,16,0,2,1
txn_01533,2234.0,Card,HDFC,otp_timeout,6,1,0,0
txn_01534,367.93,UPI,HDFC,network_error,11,1,0,0
txn_01535,3908.94,Netbanking,Axis,bank_server_down,11,0,3,0
txn_01536,431.69,Netbanking,SBI,insufficient_funds,13,0,2,0
txn_01537,838.6,UPI,HDFC,otp_timeout,4,1,1,1
txn_01538,223.79,Card,Yes Bank,otp_timeout,15,1,1,0
txn_01539,3898.72,UPI,SBI,network_error,15,1,1,0
txn_01540,1118.06,Card,SBI,otp_timeout,10,1,0,0
txn_01541,1543.19,Card,ICICI,insufficient_funds,3,0,3,0
txn_01542,721.46,Card,Yes Bank,card_declined,13,0,0,1
txn_01543,2162.12,UPI,Yes Bank,otp_timeout,14,1,0,0
txn_01544,445.32,UPI,HDFC,network_error,21,1,1,0
txn_01545,1352.35,Netbanking,Yes Bank,insufficient_funds,17,1,2,0
txn_01546,854.54,UPI,Kotak,insufficient_funds,3,1,1,1
txn_01547,456.71,UPI,HDFC,network_error,16,1,2,0
txn_01548,365.99,UPI,Yes Bank,network_error,15,1,3,1
txn_01549,555.14,Card,SBI,otp_timeout,12,1,0,0
txn_01550,2849.29,UPI,Kotak,insufficient_funds,23,1,1,0
txn_01551,129.49,UPI,Kotak,bank_server_down,12,0,2,0
txn_01552,452.97,Card,HDFC,card_declined,23,1,1,1
txn_01553,310.4,UPI,Axis,otp_timeout,8,1,0,0
txn_01554,214.18,UPI,SBI,otp_timeout,17,1,1,1
txn_01555,1183.58,UPI,Axis,bank_server_down,14,1,1,0
txn_01556,1148.34,UPI,Kotak,network_error,9,1,0,1
txn_01557,417.51,UPI,SBI,network_error,7,1,0,1
txn_01558,575.93,Netbanking,Axis,session_timeout,20,1,0,0
txn_01559,661.44,UPI,SBI,insufficient_funds,17,0,2,1
txn_01560,174.48,UPI,Yes Bank,network_error,10,1,2,0
txn_01561,812.96,UPI,ICICI,network_error,1,0,1,1
txn_01562,513.31,UPI,Yes Bank,bank_server_down,5,1,0,0
txn_01563,519.56,Netbanking,SBI,bank_server_down,23,1,0,1
txn_01564,3937.37,Netbanking,Axis,session_timeout,8,1,0,1
txn_01565,1261.59,Card,Axis,otp_timeout,4,1,0,1
txn_01566,1096.28,UPI,HDFC,otp_timeout,18,1,0,1
txn_01567,1283.81,UPI,Axis,otp_timeout,9,1,0,1
txn_01568,545.98,UPI,PNB,insufficient_funds,21,1,0,1
txn_01569,487.59,Netbanking,Axis,bank_server_down,9,0,2,0
txn_01570,589.36,Card,HDFC,bank_server_down,0,1,0,0
txn_01571,2244.77,UPI,Kotak,bank_server_down,11,0,0,0
txn_01572,482.59,Card,Axis,bank_server_down,23,1,0,0
txn_01573,1114.2,UPI,Yes Bank,insufficient_funds,7,1,1,0
txn_01574,1976.53,Netbanking,PNB,session_timeout,22,0,0,0
txn_01575,123.51,UPI,Axis,bank_server_down,21,0,1,0
txn_01576,882.06,UPI,PNB,bank_server_down,20,1,0,0
txn_01577,149.21,UPI,Axis,bank_server_down,3,1,1,0
txn_01578,915.13,UPI,SBI,otp_timeout,12,1,0,0
txn_01579,36.16,Card,Axis,otp_timeout,7,1,1,0
txn_01580,1187.77,UPI,PNB,insufficient_funds,13,1,1,1
txn_01581,696.71,UPI,Axis,network_error,5,0,3,0
txn_01582,41.94,UPI,SBI,insufficient_funds,0,0,0,0
txn_01583,3357.84,Netbanking,Axis,bank_server_down,15,1,0,1
txn_01584,1445.16,UPI,SBI,otp_timeout,0,1,1,1
txn_01585,1112.62,Netbanking,SBI,insufficient_funds,9,1,1,0
txn_01586,1311.98,UPI,PNB,bank_server_down,4,1,0,0
txn_01587,326.97,UPI,PNB,insufficient_funds,8,0,1,0
txn_01588,2336.0,UPI,PNB,otp_timeout,15,1,2,1
txn_01589,2181.38,UPI,Yes Bank,bank_server_down,13,0,0,0
txn_01590,806.02,UPI,PNB,otp_timeout,9,1,1,1
txn_01591,731.0,UPI,Kotak,otp_timeout,14,0,0,1
txn_01592,214.24,Card,ICICI,bank_server_down,15,1,0,1
txn_01593,313.56,Card,Axis,otp_timeout,15,0,1,1
txn_01594,331.95,Card,Kotak,otp_timeout,17,0,0,1
txn_01595,1798.65,Card,Yes Bank,card_declined,5,1,0,1
txn_01596,1752.77,UPI,Kotak,network_error,20,1,0,1
txn_01597,2357.02,UPI,ICICI,network_error,2,0,0,0
txn_01598,1513.11,Netbanking,PNB,session_timeout,5,0,0,1
txn_01599,408.06,Card,PNB,card_declined,12,0,1,0
txn_01600,666.25,Netbanking,ICICI,insufficient_funds,8,0,0,0
txn_01601,447.22,Card,SBI,card_declined,20,0,0,1
txn_01602,778.12,Wallet,HDFC,insufficient_funds,7,0,0,0
txn_01603,1627.68,Card,PNB,insufficient_funds,14,1,0,0
txn_01604,250.48,Card,Yes Bank,otp_timeout,22,1,0,1
txn_01605,780.76,UPI,PNB,bank_server_down,17,0,0,1
txn_01606,570.86,UPI,ICICI,bank_server_down,14,1,0,1
txn_01607,1026.14,UPI,Kotak,insufficient_funds,17,0,0,0
txn_01608,476.53,UPI,HDFC,bank_server_down,3,1,0,0
txn_01609,160.76,UPI,ICICI,otp_timeout,7,1,0,0
txn_01610,1100.46,Card,Kotak,bank_server_down,19,1,0,1
txn_01611,1389.44,Card,ICICI,otp_timeout,4,0,1,0
txn_01612,1598.96,UPI,HDFC,bank_server_down,3,1,0,1
txn_01613,220.15,UPI,SBI,bank_server_down,15,0,0,0
txn_01614,506.22,Netbanking,Axis,insufficient_funds,21,1,0,1
txn_01615,492.53,UPI,SBI,network_error,22,0,2,1
txn_01616,3048.6,Card,PNB,insufficient_funds,21,1,2,0
txn_01617,437.43,Card,HDFC,card_declined,16,1,2,0
txn_01618,602.62,Card,ICICI,bank_server_down,13,1,1,1
txn_01619,1519.93,UPI,SBI,otp_timeout,9,1,1,1
txn_01620,584.19,UPI,Axis,otp_timeout,11,0,3,0
txn_01621,648.91,Card,PNB,otp_timeout,2,0,0,0
txn_01622,2143.25,Wallet,ICICI,insufficient_funds,4,1,0,1
txn_01623,506.96,Netbanking,ICICI,session_timeout,3,0,2,0
txn_01624,4011.86,UPI,SBI,insufficient_funds,11,1,1,0
txn_01625,3072.79,Netbanking,Axis,session_timeout,1,0,1,0
txn_01626,94.69,Card,Kotak,card_declined,8,1,0,0
txn_01627,370.58,UPI,PNB,insufficient_funds,1,0,2,0
txn_01628,747.08,UPI,Kotak,bank_server_down,23,1,2,0
txn_01629,993.65,UPI,Kotak,bank_server_down,9,1,0,0
txn_01630,116.22,Wallet,Axis,network_error,1,1,0,1
txn_01631,333.53,UPI,HDFC,network_error,16,1,0,1
txn_01632,488.72,Netbanking,SBI,session_timeout,8,1,1,0
txn_01633,892.72,Card,PNB,bank_server_down,5,1,0,0
txn_01634,1778.61,UPI,Kotak,insufficient_funds,1,0,0,1
txn_01635,740.01,UPI,Kotak,otp_timeout,22,1,1,1
txn_01636,243.65,UPI,Yes Bank,otp_timeout,21,1,0,0
txn_01637,647.67,Card,Axis,otp_timeout,21,0,0,0
txn_01638,548.63,UPI,SBI,insufficient_funds,19,0,0,0
txn_01639,1211.09,Card,Kotak,card_declined,3,1,1,1
txn_01640,199.04,Card,ICICI,insufficient_funds,23,1,1,1
txn_01641,300.07,UPI,Kotak,bank_server_down,18,1,2,0
txn_01642,261.6,Card,PNB,insufficient_funds,14,1,0,0
txn_01643,594.39,UPI,Axis,bank_server_down,16,1,1,1
txn_01644,1990.45,UPI,PNB,otp_timeout,20,1,0,1
txn_01645,809.84,UPI,Kotak,bank_server_down,21,0,0,0
txn_01646,747.38,Card,PNB,otp_timeout,6,1,0,1
txn_01647,770.22,Netbanking,ICICI,bank_server_down,17,1,0,0
txn_01648,2450.88,UPI,ICICI,insufficient_funds,17,1,0,0
txn_01649,303.11,Card,Kotak,card_declined,12,0,0,1
txn_01650,1058.29,Card,SBI,insufficient_funds,5,1,0,1
txn_01651,296.68,Netbanking,ICICI,insufficient_funds,12,1,1,1
txn_01652,810.07,UPI,Yes Bank,otp_timeout,9,0,3,0
txn_01653,802.42,Card,Yes Bank,insufficient_funds,17,1,0,1
txn_01654,608.38,UPI,PNB,bank_server_down,3,1,1,0
txn_01655,3328.55,UPI,SBI,bank_server_down,0,0,2,0
txn_01656,743.86,Card,ICICI,card_declined,7,1,1,0
txn_01657,583.54,UPI,PNB,bank_server_down,3,1,0,0
txn_01658,353.19,UPI,Kotak,insufficient_funds,16,1,0,0
txn_01659,601.61,Netbanking,Kotak,insufficient_funds,8,0,0,0
txn_01660,919.79,Card,HDFC,otp_timeout,16,0,0,1
txn_01661,1098.6,UPI,SBI,bank_server_down,7,0,0,0
txn_01662,630.96,UPI,Axis,otp_timeout,11,1,0,1
txn_01663,1278.55,UPI,Kotak,network_error,23,1,0,1
txn_01664,656.22,UPI,Axis,insufficient_funds,21,1,1,0
txn_01665,219.92,UPI,Axis,bank_server_down,23,0,1,1
txn_01666,175.72,UPI,Yes Bank,bank_server_down,0,1,0,0
txn_01667,440.13,Card,Axis,insufficient_funds,2,0,0,1
txn_01668,128.93,UPI,SBI,insufficient_funds,10,1,0,0
txn_01669,1023.38,UPI,Kotak,insufficient_funds,3,0,2,0
txn_01670,1081.55,Netbanking,PNB,insufficient_funds,5,1,2,0
txn_01671,2764.21,UPI,ICICI,insufficient_funds,15,1,1,0
txn_01672,1311.44,UPI,Kotak,otp_timeout,15,1,2,0
txn_01673,757.05,UPI,Kotak,insufficient_funds,21,1,2,0
txn_01674,1223.82,UPI,SBI,otp_timeout,16,1,1,0
txn_01675,916.57,UPI,SBI,network_error,14,0,0,1
txn_01676,1134.95,Netbanking,Axis,insufficient_funds,19,1,1,0
txn_01677,113.48,Card,Axis,bank_server_down,15,1,1,1
txn_01678,586.72,UPI,Yes Bank,insufficient_funds,11,1,0,0
txn_01679,174.65,Wallet,HDFC,insufficient_funds,7,0,3,1
txn_01680,409.2,UPI,SBI,insufficient_funds,1,0,0,1
txn_01681,353.03,Card,Kotak,bank_server_down,19,1,0,1
txn_01682,1107.12,Netbanking,Kotak,insufficient_funds,6,1,0,1
txn_01683,551.52,UPI,ICICI,bank_server_down,9,1,0,1
txn_01684,1684.0,Card,ICICI,card_declined,14,1,0,0
txn_01685,832.93,UPI,Yes Bank,bank_server_down,7,0,2,1
txn_01686,725.8,Card,PNB,insufficient_funds,10,1,1,1
txn_01687,235.73,UPI,Yes Bank,network_error,12,1,3,0
txn_01688,1921.6,Card,Kotak,insufficient_funds,15,0,0,0
txn_01689,1786.41,Netbanking,Axis,insufficient_funds,0,1,0,0
txn_01690,657.26,UPI,HDFC,network_error,13,1,0,1
txn_01691,541.78,UPI,Yes Bank,bank_server_down,1,1,0,0
txn_01692,522.21,UPI,HDFC,otp_timeout,3,1,1,1
txn_01693,135.83,UPI,ICICI,otp_timeout,12,0,0,0
txn_01694,486.8,Wallet,Axis,network_error,13,1,1,1
txn_01695,537.19,Netbanking,ICICI,session_timeout,11,0,0,0
txn_01696,215.1,UPI,Yes Bank,otp_timeout,3,0,1,1
txn_01697,2113.18,UPI,PNB,network_error,22,0,1,0
txn_01698,200.75,UPI,PNB,otp_timeout,3,1,1,0
txn_01699,434.17,Netbanking,Axis,insufficient_funds,0,0,1,0
txn_01700,287.08,UPI,SBI,otp_timeout,21,1,0,1
txn_01701,446.4,Card,ICICI,otp_timeout,3,0,0,0
txn_01702,617.44,UPI,Axis,insufficient_funds,0,0,1,0
txn_01703,620.06,Netbanking,HDFC,bank_server_down,9,0,1,1
txn_01704,94.0,UPI,SBI,insufficient_funds,8,1,0,0
txn_01705,169.56,UPI,PNB,network_error,7,1,0,0
txn_01706,1631.09,Card,HDFC,otp_timeout,1,0,3,0
txn_01707,1086.62,Netbanking,PNB,session_timeout,21,0,1,0
txn_01708,1452.96,UPI,PNB,bank_server_down,14,1,1,1
txn_01709,700.91,UPI,HDFC,bank_server_down,14,0,2,0
txn_01710,2244.97,UPI,PNB,insufficient_funds,15,1,3,0
txn_01711,241.63,UPI,Axis,bank_server_down,10,1,0,1
txn_01712,1725.3,UPI,Axis,insufficient_funds,22,0,1,0
txn_01713,333.31,Netbanking,SBI,session_timeout,2,1,1,1
txn_01714,888.51,Card,ICICI,card_declined,2,1,1,1
txn_01715,297.35,UPI,SBI,network_error,0,0,0,1
txn_01716,538.59,UPI,SBI,bank_server_down,16,1,0,1
txn_01717,515.58,Netbanking,HDFC,session_timeout,17,0,0,0
txn_01718,1639.62,UPI,PNB,network_error,7,0,1,0
txn_01719,2316.51,Card,PNB,insufficient_funds,17,0,2,0
txn_01720,1550.16,UPI,Kotak,bank_server_down,5,0,0,1
txn_01721,283.44,Card,SBI,card_declined,10,1,1,1
txn_01722,1510.42,UPI,Axis,bank_server_down,3,1,0,1
txn_01723,416.66,Wallet,Yes Bank,insufficient_funds,3,0,2,1
txn_01724,1301.5,UPI,SBI,bank_server_down,21,0,2,0
txn_01725,1402.52,UPI,ICICI,insufficient_funds,19,0,3,0
txn_01726,259.93,UPI,ICICI,bank_server_down,7,1,2,0
txn_01727,258.16,UPI,Kotak,otp_timeout,1,1,1,0
txn_01728,5746.52,Card,Kotak,card_declined,16,1,1,1
txn_01729,454.55,UPI,PNB,insufficient_funds,14,1,1,0
txn_01730,225.42,UPI,PNB,insufficient_funds,21,1,2,0
txn_01731,474.06,Netbanking,Axis,bank_server_down,15,1,1,0
txn_01732,565.83,UPI,Yes Bank,insufficient_funds,22,1,0,0
txn_01733,708.68,Netbanking,SBI,bank_server_down,4,0,1,0
txn_01734,4820.59,Card,Axis,card_declined,5,1,1,0
txn_01735,163.02,UPI,Kotak,insufficient_funds,4,0,1,0
txn_01736,107.15,Card,Kotak,card_declined,19,1,0,1
txn_01737,1812.15,UPI,HDFC,bank_server_down,13,1,1,0
txn_01738,2971.31,UPI,Yes Bank,insufficient_funds,15,0,0,0
txn_01739,615.54,UPI,Axis,otp_timeout,18,0,0,1
txn_01740,494.88,Wallet,Yes Bank,network_error,7,0,2,0
txn_01741,1350.36,Card,HDFC,bank_server_down,23,0,0,0
txn_01742,1331.09,Wallet,HDFC,insufficient_funds,12,0,1,0
txn_01743,1339.18,Card,Axis,otp_timeout,22,1,3,0
txn_01744,368.02,Card,PNB,bank_server_down,0,0,1,0
txn_01745,2378.61,Card,ICICI,insufficient_funds,8,1,1,0
txn_01746,3465.97,UPI,HDFC,insufficient_funds,22,1,0,1
txn_01747,1764.96,Card,Axis,otp_timeout,11,1,1,1
txn_01748,101.19,UPI,SBI,otp_timeout,20,1,0,0
txn_01749,144.95,Card,SBI,insufficient_funds,18,0,0,1
txn_01750,1404.09,Card,PNB,otp_timeout,1,1,0,1
txn_01751,836.12,Card,ICICI,bank_server_down,21,1,0,0
txn_01752,184.06,Card,PNB,card_declined,4,1,2,1
txn_01753,477.7,Netbanking,Yes Bank,insufficient_funds,7,1,1,0
txn_01754,737.36,Netbanking,Kotak,bank_server_down,17,0,0,1
txn_01755,681.28,Netbanking,PNB,session_timeout,6,0,3,0
txn_01756,288.37,Netbanking,HDFC,bank_server_down,4,0,0,1
txn_01757,925.81,Netbanking,Yes Bank,bank_server_down,9,1,0,0
txn_01758,2976.44,UPI,ICICI,otp_timeout,10,0,1,0
txn_01759,589.81,Card,PNB,insufficient_funds,23,1,0,1
txn_01760,727.59,Wallet,Kotak,insufficient_funds,15,1,1,0
txn_01761,1207.53,Card,HDFC,card_declined,15,0,1,0
txn_01762,479.29,UPI,ICICI,network_error,0,1,3,0
txn_01763,643.77,Card,SBI,card_declined,9,1,2,0
txn_01764,141.52,Card,HDFC,card_declined,16,1,0,1
txn_01765,815.62,Wallet,Axis,insufficient_funds,18,1,1,0
txn_01766,330.95,UPI,SBI,insufficient_funds,11,0,0,0
txn_01767,149.69,Card,HDFC,insufficient_funds,12,1,1,0
txn_01768,1588.9,Card,ICICI,card_declined,10,1,0,0
txn_01769,10826.99,UPI,HDFC,insufficient_funds,3,1,0,0
txn_01770,977.71,UPI,Yes Bank,otp_timeout,22,0,1,1
txn_01771,2039.96,Card,PNB,bank_server_down,4,1,0,1
txn_01772,375.02,Card,Yes Bank,bank_server_down,19,0,0,1
txn_01773,1652.84,Netbanking,Kotak,insufficient_funds,4,1,1,0
txn_01774,176.37,UPI,ICICI,bank_server_down,11,1,1,0
txn_01775,208.73,UPI,ICICI,otp_timeout,18,1,0,1
txn_01776,869.93,UPI,PNB,insufficient_funds,15,0,0,0
txn_01777,854.87,Card,ICICI,otp_timeout,4,0,1,0
txn_01778,3152.98,UPI,PNB,network_error,11,1,0,1
txn_01779,851.27,Card,ICICI,insufficient_funds,15,1,1,1
